title,rating,body
Too slow.,3,"It takes too long to read. I purchased another years ago and I should have sent this one back, it was a backup but not much use to me. I would not recommend it, simply because it does not suit me."
"Basic unit, simple to use.  Accuracy is unknown?",3,"Pretty simple device.  Don't know how to determine if it's accurate or not.  I am not an expert on these devices.  I use it to get an ""idea"" of whether or not the levels are way off.  If I'm concerned, I go to the Dr.  Again just for a basic idea, it works"
Battery compartment,3,Loved it readings are great  an clear my only complaint  is the battery compartment the cover is loose won't stay on will fall off other than that it's a great prodict
It works.,3,"Pulse Fingertip , it’s ok , but it’s cheap made . Works great .But I don’t like how cheap it feels.But for the price I guess I can’t complain. Lol"
Not solidly built as others,3,The hinge feels very easily breakable and feels very easily broken  unlike the ones used at the doctors office.  It works well but be gentle with it.
Incorrect readings and cheaply made.,3,Cheap quality.  Does not close tightly on finger and readings are very  inaccurate.  Waste of money and return policy is nil.
Not real accurate,3,"This product wasn’t as good as I expected. I don’t know if it’s because I have acrylic nails or what, but I could never get a reading. I eventually stopped using it."
Eh,3,Sometimes it doesnt read at all and other times it takes a while for the numbers stabilize. Wouldnt trust in an emergency situation.
"Better than nothing, but not much.",3,These oximeters are very touchy. If your hands are cool they do not work at all. You have to wait for several minutes before they level out. Honestly the only thing good about these oximeters is the price. I bought 6 of them for stocking stuffers - not the hit I hoped they’d be in this Covid year.
Blood oxygen meter,3,Works well but the literature does not explain what all of the numbers are for and what is a normal range
Good Oximeter Buy Flimsy Hinge,3,"This is a basic oximeter and it is accurate, but the hinge is very flimsy.  I am surprised Santa Medical put out such a flimsy product.  You can generally trust the quality of Santa Medical, but this time they have disappointed me due to the poor hinge.  It almost feels like the two sides are going to fall apart when you insert your finger to take a reading.  For the price, it should be better made."
"If the inclusion of a lanyard appeals to you, look elsewhere.",3,"Measurements are  presented with rather small characters compared to previously owned devices..  Not possible to install the lanyard with ordinary sewing items.Used for routine monitoring.Slightly disappointed with the item, especially since we previously had a similar item by the same supplier."
Heart rate was out of wack !,3,"Okay , I really wanted to love this product ! I currently am a student and have been doing my clinical rotations . I have to use my pulse of on patients and this has inaccurate readings , especially for the heart rate on a patient. I am a bit disappointed with this product."
Not Accurate,3,For a general idea it’s fine but always 2-3 points above my doctors office 02 readings.
You are not going to know when the reading is complete.,3,"The product seems a little flimsy and I was expecting a beep to let me know if the reading is done. When using it, I am not sure if the reading is done or what. It says it takes  30 seconds but I guess you will have to time it, so I am disappointed in not having a feature to let me know when reading  is done."
Sometimes  works sometimes does not,3,Sometimes does not take a reading. You have to try 2-3 times to get a reading
Not as good as old Santa Medical models,3,"This new model is not as easy to use, not as accurate and not as easy to read as older models. It is not an improvement at all. Buy the older Santa Medical oximeter models instead, they are great."
Cheap,3,"Buy the red/white one not this never works when you want it to, even after battery change"
Limited time,3,Great if you need it to turn off automatically but useless if you want to monitor more than a few seconds.
Not too bad,3,"Product is easy to read and came with batteries, lanyard and nice carrying case. Seems to be somewhat accurate. A tad flimsy in quality."
Except as indicated am satisfied. Will know more after talking with manufacturer.,3,From time to time I do not get a reading until I remove and reinsert a finger as often as three times. I plan to contact the manufacturer. My health issue makes quick accurate reading vital.As to accuracy. I recently compared a reading with the reading on one used by a physician and the readings were identical
Meh,3,"I returned it, the oxygen monitor was jumping all over the place and now's not the time for an inaccurate reading.  The pulse rate seemed to be accurate"
Works,3,Feels cheap but it is cheap. I compared it to our $1000+ machine at work and it’s right in the same readings with it. I did however manage to loose the backing for the batteries since it comes off easily. Would recommend for a cheap one but I plan to get a better one.
It doesn’t give a reading after waiting a long time.,3,"I want to return this product because it takes forever to get a reading and many times, after waiting for it to register, it then turns off. I plan to order a different one."
"To flat, needs finger groove but works",3,To flat / other was better
Accuracy is poor,3,Not very accurate.  Got different readings within 2-3 minutes
Soso,3,Just ok
Not immediately accurate,3,This is not an immediate accurate device. It takes about a minute of wearing before pulse is correct.  Thus it would be a minute to get oxygenation correct. Not good if you need an immediate read
Works great at first,3,"Initially, this was fast, accurate, and very easy to use and read however this device quickly breaks down with frequent use.  As of this morning, it will not read at all, just lights up.  Very disappointed because it had great reviews."
not aways accurate,3,not always accurate.
Sub-par monitor,3,Sometimes it isn't accurate with reading or doesn't read at all.
It does the job slowly,3,Very slow to read.
Works for what I needed but not perfect.,3,Oxygen meter is spot on but the Heart Rate not so much.
Not as accurate.,3,Like how easy it is to read but is not as accurate as my older one.
Bad buy for my use,3,Not good for the hospital users
"It works fine, but…",3,The back holding the batteries doesn’t close tightly. It falls off.
Product Review,3,Could be a bit more durable.
Acceptable,3,Instruction manual pictures poor. Can not insert Lanyard
Erratic readings,3,This oximeter was giving erratic readings. I have returned it back
Not so accuracy,3,"Not so accuracy, considered to return."
maybe.,3,It always seems to read at 99 which I don't think is correct.
Take the reviews with a heavy grain of salt,3,"This came with an offer of a free charger in exchange for a review. So, take all the positive reviews with a grain of salt.That said, the product seems very nice and works as intended. But I don't have another oximeter to verify its accuracy."
Sensitivity sucks,3,The sensitivity could be better and the battery life doesn't last long.
Landyard,3,Landyar was imposiple to attach!
calidad,3,muy frajil
inconsistent readings,3,reading would change every time i took a reading. not so sure about reliability
Fragile,3,"It feels very cheap a fragile at hand, like it will break when I grab it… Don’t like it."
Will not shut off on its own after each use!,3,"This oximeter will not shut down on its own after 10 minutes, let alone 10 seconds. So in order to save the batteries, I have to pull them out everytime and reload every time I want to use it!"
Pulse oximeter,3,This pulse oximeter is very sensitive like ones at the doctors office.  Very easy to use though.
"Accuracy, easy to use, and easy to read",3,"It worked great for about 2 weeks then it got real slow and sometimes you have to turn your finger sideways to get a reading at all,it also cuts off in the middle of it taking your oxygen."
Seems to be accurate but cheaply built,3,"The meter is very cheaply built, I really don't expect it to last too long."
"Frequently refuses to give a reading at all.  When it does work, the numbers look fine.",3,"Frequently refuses to give a reading at all.  When it does work, the numbers look fine."
It takes a while before it reads,3,It takes a while to get results. I use it in the hose as my personal equipment.
Quality,3,No comments
Ok,3,Not sure of accuracy read differently on different hand
Doesn't work with long fingernails,3,Works good for my husband but won't read with my long fingernails
accurate but feels like will break any moments,3,"product made very cheap, does not hug finger all the way."
Accuracy,3,I am not sure how accurate the pulse ox reading is.  The heartrate reading compares with other devices we have here.
poor instructions,3,works ok.
"Accuracy ok,",3,Battery cover will not stay on..
Not worth the money!,3,Not durable! fell apart within a week
Works good. Good price.,3,Works good. Good price.
No comment,3,No comment
Average,3,Using it
"solid, works well",3,"The battery life seems good so far, I like the design of the display."
NA,3,NA
Unusable lanyard,3,Lanyard was impossible to use
o2,3,know clear
Inconsistent function,3,Really sad about this.I like the pulse oximeter but it only reads out about 75% of the time .I replaced the batteries thinking that possibly that was the issue .It was not.It is just not functional 100% of the time as it should be.It is accurate when it does work as I did do a comparison and this was accurate.Of coarse it is past its return date and the kinks could not be ironed out.Think I just got a lemon.
Ehhh,3,I bought two. I already have one of another brand that I love. But I decided to go on price.🤦🏻‍♀️ It works. Sometimes I don’t believe the readings based on my other one. They are also really flimsy.
Wouldn't order again,3,I'm a home care nurse so I've used many if these over 12 years. This product does seem to accurate 90% of the time when compared with manually taken pulse.The item itself feels very cheap and does not hold tightly to finger. Spring feels like it should be tighter.
Product great . Shipment not so much:(,3,The product itself is super easy to use . Plug in batteries and push start and it’s ready to go! The only thing I was disappointed with was the fact that the box the device came in was crushed.
On and off sometimes,3,It is easy to use and carry around but sometimes the reading doesn't seem accurate. I'm not sure if I'm doing something wrong. I'm following the instructions. I will have to see long term.
Oxygen levels questionable?,3,"Easy to use, but will only work on my last 3 fingers on each hand, my index fingers are too big to get an accurate reading. Always seems to be off by 1 to 2 percent, my readings should be 97 or 98 %, but most times are 95-96 on this device. once in a while my readings while be 97 or 98% but only if I recline and bring it up to heart level.Pulse seems to be fairly accurate"
Liviano,3,No me agrada su fragilidad.  No se ajusta con presion al dedo y eso pudiese variar la toma de presion de Oxigeno
Breaks Easily,3,"It is accurate, however it started to break with normal use. I ordered a different brand."
Not for outdoor use,3,Product is as described except for being able to see the readout in the sunlight. You certainly can not see it in the sunlight.
Easy to use,3,"Easy to use, not secure enough, it falls off"
accurate,4,"So far so good. I got this only a few days ago, but it is accurate because my o2 stats are the same at the hospital. I can bring up my stats by doing breathing exercise. If there is any thing that I would do to improve the rating is that the numbers are a little on the small side. Lucky for me I still have good eyesight, but wonder if this could be a little difficult for some one that has poor eyesight. I promise an update if there are any changes since this review. UPDATE: I promised an update I am still pleased with this product, I bought it in August of this year and it is still fine. I don't know if this is a long time for durability, but so far so good."
The best oximeter of several I tried,4,"The Santamedical pulse oximeter is well made, reliable , easy to use and works well. Its clearly the best of several I tried. I initially bought an Ankovo and it was a bit wiggly, hard to place the finger in exactly right, the readings and  were variable. I finally returned it after becoming frustrated using it for a few weeks. Then based on careful reading of reviews I bought both the Santamedical and Innovo Deluxe to try them out. The innovo was also hard to use because the readings are sideways along the length of the finger and it was not as solidly made as the Santamedical, so I returned that as well. The Santamedical was great. Well made, reliable, worked easily every time I put my finger in. If you are looking for home use pulse oximeter I would recommend this one."
Good for your first aid kit.,4,"Does the job, but is your standard pulse oximeter in this price range.It reads accurately. In terms of durability, if intended for daily use it will take being conscious of utilizing its case and using care in handling to make it last.If you are someone with poor circulation and have chronic respiratory issues you may struggle getting a good reading with all of the pulse oximeters in this price range.Purchased this for a first aid kit and it meets that need."
Can't speak to accuracy,4,"I bought this because I am just coming off of COVID and F-I-L suggested we keep track of our oxygen levels.  There needs to be better directions as another reviewer stated.  You have to go to other sources to determine what the levels should be.  Also, the numbers on our unit do not quit moving - perhaps that is how it's supposed to work -  but some additional direction would be appreciated.  I am not sure if you are supposed to go with the first numbers that display or wait 30 seconds and then read it? The biggest plus is that the unit is not uncomfortable to use, but I'm not sure we are using it correctly."
"Received quickly, seems to work as directed.",4,"Directions of use and assembly are not clear either from the words used or pictures.1.  Battery direction - very hard to see plus or minus and it would be easy to indicate in a picture where to look2.  Direction of finger - again would be easy show whether it’s palm up or palm down.  Or write it in a way that’s obvious.  I had to go on Youtube to be sure.3.  Turning it on - no instruction to do that.  Easy to figure out but why not include that.4.  When results are final - writing is misleading.  Picture looks like I’m waiting for the bar to stop moving.  I think you mean to say it’s done within 30 seconds.  So just say - results are final at 30 seconds-there is no beep or freezing of info.5.  Biggest is that there is no place to find out what the results mean.  What’s normal?  Again, I have to google and visit various sites to know what’s average.  And I’ll likely have to google each time as I’ll forget the next time I use it.  Why not include it in instructions?6.  Identify - what Sp02 means - say “oxygen level”.7.  Identify what PR means - say “pulse rate”.8.  Identify what pi means - I still can’t find out why this is important and what it means."
Checking Family During Pandemic,4,"I bought this pulse oximeter after reading about the rapid decline of oxygen saturation in the blood of some of the sickest coronavirus patients. I wanted to be able to check my oxygen level, as well as my family's, at my own pleasure without going to a physician's office. This monitor works great in that the results are immediate, easy to read, and require only battery power. I love the large size of the numerals on the monitor because I can read them without my glasses. The unit has an added benefit of powering down after a few seconds of non-use so the batteries should last a long time."
Product good but instructions poor,4,"The oximeter is fine, but I wish the instructions were clearer and more detailed. Actually, I have a suspicion that the literature was meant for a different model.The directions say to put your finger in the clip, then loosen the clip, and the SpO2 value and PR value will be displayed on the screen. However, nothing appears on the screen unless the power button is pressed. And although the illustration shows a Power and Function Button, there’s no other reference to it in the instructions. Does it matter if the button is pressed before or after the finger is inserted in the device?I wish there was some information about perfusion index. My P.I. readings have been all over the place – from 0.2 to 11.5 – and I’d like to know if this is “normal” for an 81-year-old.Also, an illustration shows the tiny holes in the oximeter through which the lanyard is supposed to be threaded. Actually, the lanyard clips onto the carrying case. It’s much too wide fit through those tiny holes."
Didn't like my fingernails!,4,"This device worked beautifully with everyone else, but apparently my fingernails are very irregular in thickness and so it can't interpret the information it gets.  When I use it, it will show it's working, but for several minutes, it will show no results, and if it does they don't make sense (Oxy 85%, pulse 150, for example).  Then, after trying on several fingers, it may very quickly show an Oxy 96 % and pulse 62.  However, it's easy to use and read, and even shows the battery power level (very handy) .  Maybe in a few months, if my fingernails grow out smooth, It'll work for me.  If not for the problem, I'd give it 5 stars."
Accurate and Easy to Use,4,"Great Sp02 meter for medkit or aviation use.  Seems accurate and less finicky about positioning or finger selection than my other meters.My only con with this meter, compared to my others, is it is slightly larger and bulkier, and it seems slightly less robustly constructed.  My other meters have rubberized material over the exterior plastic, which makes them seem like they could take a drop or 2 and survive.  That said, I feel this is a great value for anyone needing an Sp02 meter.  The larger size is probably necessary to accommodate the 2x AAA batteries, which is a plus on its own, since finding coin cells that last more than a week these days is problematic."
Helpful Device That Could Save A Life,4,"This pulse oximeter is a tiny device that can tell you the oxygen saturation level in your bloodstream as well as your heart rate and strength of your pulse.  With the prevalence of Covid-19, knowing the amount of oxygen in your bloodstream can help you detect a potential problem before Covid-19 c would overwhelm your system. This advanced notice might even help to save your life. The only negative issue is that with everything being black, it was slightly difficult for me to attach the lanyard and insert the batteries properly. Also, the battery insertion instructions could have been a slight bit more detailed."
accurate,4,"So far so good. I got this only a few days ago, but it is accurate because my o2 stats are the same at the hospital. I can bring up my stats by doing breathing exercise. If there is any thing that I would do to improve the rating is that the numbers are a little on the small side. Lucky for me I still have good eyesight, but wonder if this could be a little difficult for some one that has poor eyesight. I promise an update if there are any changes since this review. UPDATE: I promised an update I am still pleased with this product, I bought it in August of this year and it is still fine. I don't know if this is a long time for durability, but so far so good."
The best oximeter of several I tried,4,"The Santamedical pulse oximeter is well made, reliable , easy to use and works well. Its clearly the best of several I tried. I initially bought an Ankovo and it was a bit wiggly, hard to place the finger in exactly right, the readings and  were variable. I finally returned it after becoming frustrated using it for a few weeks. Then based on careful reading of reviews I bought both the Santamedical and Innovo Deluxe to try them out. The innovo was also hard to use because the readings are sideways along the length of the finger and it was not as solidly made as the Santamedical, so I returned that as well. The Santamedical was great. Well made, reliable, worked easily every time I put my finger in. If you are looking for home use pulse oximeter I would recommend this one."
Good for your first aid kit.,4,"Does the job, but is your standard pulse oximeter in this price range.It reads accurately. In terms of durability, if intended for daily use it will take being conscious of utilizing its case and using care in handling to make it last.If you are someone with poor circulation and have chronic respiratory issues you may struggle getting a good reading with all of the pulse oximeters in this price range.Purchased this for a first aid kit and it meets that need."
Can't speak to accuracy,4,"I bought this because I am just coming off of COVID and F-I-L suggested we keep track of our oxygen levels.  There needs to be better directions as another reviewer stated.  You have to go to other sources to determine what the levels should be.  Also, the numbers on our unit do not quit moving - perhaps that is how it's supposed to work -  but some additional direction would be appreciated.  I am not sure if you are supposed to go with the first numbers that display or wait 30 seconds and then read it? The biggest plus is that the unit is not uncomfortable to use, but I'm not sure we are using it correctly."
"Received quickly, seems to work as directed.",4,"Directions of use and assembly are not clear either from the words used or pictures.1.  Battery direction - very hard to see plus or minus and it would be easy to indicate in a picture where to look2.  Direction of finger - again would be easy show whether it’s palm up or palm down.  Or write it in a way that’s obvious.  I had to go on Youtube to be sure.3.  Turning it on - no instruction to do that.  Easy to figure out but why not include that.4.  When results are final - writing is misleading.  Picture looks like I’m waiting for the bar to stop moving.  I think you mean to say it’s done within 30 seconds.  So just say - results are final at 30 seconds-there is no beep or freezing of info.5.  Biggest is that there is no place to find out what the results mean.  What’s normal?  Again, I have to google and visit various sites to know what’s average.  And I’ll likely have to google each time as I’ll forget the next time I use it.  Why not include it in instructions?6.  Identify - what Sp02 means - say “oxygen level”.7.  Identify what PR means - say “pulse rate”.8.  Identify what pi means - I still can’t find out why this is important and what it means."
Checking Family During Pandemic,4,"I bought this pulse oximeter after reading about the rapid decline of oxygen saturation in the blood of some of the sickest coronavirus patients. I wanted to be able to check my oxygen level, as well as my family's, at my own pleasure without going to a physician's office. This monitor works great in that the results are immediate, easy to read, and require only battery power. I love the large size of the numerals on the monitor because I can read them without my glasses. The unit has an added benefit of powering down after a few seconds of non-use so the batteries should last a long time."
Product good but instructions poor,4,"The oximeter is fine, but I wish the instructions were clearer and more detailed. Actually, I have a suspicion that the literature was meant for a different model.The directions say to put your finger in the clip, then loosen the clip, and the SpO2 value and PR value will be displayed on the screen. However, nothing appears on the screen unless the power button is pressed. And although the illustration shows a Power and Function Button, there’s no other reference to it in the instructions. Does it matter if the button is pressed before or after the finger is inserted in the device?I wish there was some information about perfusion index. My P.I. readings have been all over the place – from 0.2 to 11.5 – and I’d like to know if this is “normal” for an 81-year-old.Also, an illustration shows the tiny holes in the oximeter through which the lanyard is supposed to be threaded. Actually, the lanyard clips onto the carrying case. It’s much too wide fit through those tiny holes."
Didn't like my fingernails!,4,"This device worked beautifully with everyone else, but apparently my fingernails are very irregular in thickness and so it can't interpret the information it gets.  When I use it, it will show it's working, but for several minutes, it will show no results, and if it does they don't make sense (Oxy 85%, pulse 150, for example).  Then, after trying on several fingers, it may very quickly show an Oxy 96 % and pulse 62.  However, it's easy to use and read, and even shows the battery power level (very handy) .  Maybe in a few months, if my fingernails grow out smooth, It'll work for me.  If not for the problem, I'd give it 5 stars."
Accurate and Easy to Use,4,"Great Sp02 meter for medkit or aviation use.  Seems accurate and less finicky about positioning or finger selection than my other meters.My only con with this meter, compared to my others, is it is slightly larger and bulkier, and it seems slightly less robustly constructed.  My other meters have rubberized material over the exterior plastic, which makes them seem like they could take a drop or 2 and survive.  That said, I feel this is a great value for anyone needing an Sp02 meter.  The larger size is probably necessary to accommodate the 2x AAA batteries, which is a plus on its own, since finding coin cells that last more than a week these days is problematic."
Helpful Device That Could Save A Life,4,"This pulse oximeter is a tiny device that can tell you the oxygen saturation level in your bloodstream as well as your heart rate and strength of your pulse.  With the prevalence of Covid-19, knowing the amount of oxygen in your bloodstream can help you detect a potential problem before Covid-19 c would overwhelm your system. This advanced notice might even help to save your life. The only negative issue is that with everything being black, it was slightly difficult for me to attach the lanyard and insert the batteries properly. Also, the battery insertion instructions could have been a slight bit more detailed."
"Generally good, but the readings can be erratic...",4,"I like this in so many ways.  It's compact, easy to use, and it provides the necessary readings. However, I notice that sometimes the readings will jump around if I leave the device on my finger for, say, 15-30 seconds.  The oxygen reading can sometimes vary between 96-99 over 30 seconds, which doesn't seem to make much sense.  Do I like this?  Yes.  Do I think it's accurate?  Reasonably accurate - I feel it at least provides me pretty close readings, which I can accept."
"Kind of temp sensitive, but good overall",4,"I keep one of these in my pocket after some issues recently. Readings get kind of janky if it's cold (like, 60* or less) or if it's being jiggled (like in a moving car) but for the most part, it's pretty accurate. Long battery life as well, with a visible charge meter on the readout."
"Great display, Works great so far, Lanyard issues, Included bag is great",4,"Product seems good . It's very light and feels a bit flimsy but I think it should be good quality. Having case is great for safety for Oximeter.  Case size is perfect. Very good display. I could validate heart beats with BP monitor. Those match more or less. Having Oximeter is peace of mind during COVID.Had disappointment with lanyard. After so many attempts, I could not thread it. Looked at reviews and see many had same problem so I gave up on that.PS: Writing this review I am promised to get a small reward but  I am giving honest review based on my current impressions of the product at this time"
"Easy to use OLED Oximeter, just couldn't use it with lanyard",4,"I received the delivery and opened the box. Everything was packed very well. I removed the device, batteries, lanyard and directions. I installed the batteries checked the device out. Put it on my finger and it ran close to what my other oximeter's readings were. I then went to try to install the lanyard. I threaded the string through the holes and did the loop maneuver. I tried several times but it never worked. I liked that it came with a case but I took a star away because the lanyard kept coming off."
"It Works, and It's Quck",4,"Very easy to use, but I thought the manual (actually a sheet) was rendered in such small type that it was extremely difficult to read, and the images were so small that I couldn't tell which side of my finger should face the laser. The LED dial is very small, but it's surprisingly easy to read. I checked the accuracy of the data by trying the device on the opposite hand. Comforting to see how similar the readings were.This pulse oximeter is easy to use right out of the box. Yes, I recommend it."
It provides the information I need,4,"Most oximeters would not require a cute little storage bag for protection, so I don't know why they include one.  Another thing that I did not understand is  the ""perfusion index"" number.  I still do not know what is normal or average.  The only thing that I have found since the range is from 2% (low) to 20% (high).  But it does give fairly accurate numbers for blood oxygen and heart rate."
This is a sports oximeter,4,"This device is very easy to use...pop in the batteries, push the on button, open and place on finger.  Readings begin immediately.  In this day of COVID-19, I wanted something that would give me a range of normal for me.  This little oximeter does that for me.  The three stars on accuracy is because I don't have a second oximeter to compare with.We had ordered an oximeter from a different place and had all kinds of trouble.  This company was honest and even delivered ahead of their projected time."
Works well -- glad I purchased it but has two tiny misses,4,"Happy all around. Price it right. Does exactly what it's supposed to do and does it accurately.Only two tiny misses. The instructions don't say which finger to use (index or middle?).  Important as I notice readings are different (the middle finger has more positive results). Oximeter includes a handy lanyard; however, the holes to loop it through are the size of a pin head, making it IMPOSSIBLE to attach."
Nice Unit!,4,"This is a nice unit it comes with a carrying case and lanyard along with batteries. As far as accuracy I have to compare it with the one at work, I haven’t had a chance yet. The numbers are a little small for me to read easily and quickly, but that’s my eyes. This is good for home use or on the go when you need to monitor yourself or a family member. If accuracy is good then I would recommend this especially for the price point."
"Great product, but where’s the RESULTS CHART?!?",4,"It was easy to use- put in batteries, hit start button. That’s it! Clear read outs, but can’t find ANYTHING enclosed that states what the NUMBERS MEAN!! No chart, quick start, scanned website- WHERE ARE THE RESULTS LISTED?!?  That’s why I lowered the Review- hopefully someone will see this, and Contact/Rectify with a RESULTS GUIDE."
Just checking,4,"We bought this pulse oximeter after reading that people with c-19 infection may not be aware initially that their 02 level has dropped. Now we check our 02 regularly. The device works fast, shuts off automatically, not complicated at all. I have nothing to measure against to determine accuracy of 02 readings, but I do get the same pulse rates with this device and my blood pressure cuff. Little manual that comes with this device is just adequate."
Good for home use.,4,"The readout screen  is clear and easy to read. It seems accurate (it showed 95% resting on me rising to 100% when I hyperventilate) thats about the same as when I am at the doctors office. The pulse rate was right on the mark. At the price I paid, it was a great deal."
Worth the price,4,"I received the Oximeter in 2 days. It was packaged well. The device is extremely easy to use and appears to be accurate within 2%. The lanyard is difficult to feed through the holes in the device, I may have to get a needle and thread it through. Also parts of the instruction manual were not translated into correct English and are missing words. But the device is easy to use without instructions. Worth the price."
Readings seem consistent.,4,"The readings made by this Santamedical Dual Color OLED Pulse Oximeter have been consistent for myself (98-99) and for other family members (usually 99).  We had no problem with varying finger sizes, although I am unsure of the fit to very large fingers.  None of us use nail polish, so we could not judge any effect from that. The unit is easy to use, except the display characters could be a little bigger.  If I get a chance to compare accuracy to a ""professional"" Oximeter, I will update this review."
a slam dunk for the price,4,"This is a very good oximeter, and good accuracy. It seems a little slow to display the readings and takes a moment to settle on values. I compared it to the one at my clinic as it was within one digit of the more expensive professional grade device. Mine read 97, while their oximeter read 98. I was very impressed."
Works fine,4,"I think this worked just fine. It was a little annoying trying to fit the lanyard in the holes. I didn't understand the instructions for it. You basically have to decide if you want it on the right side or the left. I was thinking it needs to thread all the way through from one side to the other.My oximeter does make a high pitch sound, and  not sure if that is normal  So will update if I need to."
cheap price,4,Seems to work ok but was disappointed that no protective cover on the display so it had a small scratch on it.  makes me wonder if item had been returned??? or refurbished???  seems to work correctly but I would be careful as it does not seem to be sturdy.  With all that the price was good considering this is still a hard to find device at a reasonable price.  I would recommend as long as you treat it gently.
A little slow,4,"I had a different brand before this one that gave the results faster.  This one is a little slow to wait for results, and the readout is kinda small.  I am going to look back in my Amazon orders and buy another of the one I had last time, which I gave to my dad to monitor his COPD oxygenation."
works fine,4,"It works as well as my old one.  The only downside is the ribbon used on the ""lanyard"" .  It connects to the container rather than the oximeter itself.  My old one had the lanyard attached to the oximeter itself and wasn't made from ribbon which probably won't be very longlasting."
Easy to use,4,"I like this little pulse oximeter, it is easy to read. The only thing that bothers me about it is that it jumps around a lot with its readings. This makes me wonder about the accuracy I guess. It will jump from 97% to 95% to 96% all within a few seconds... maybe this shows it is very sensitive? Not sure... but it is easy to read."
Instructions were not clear for some readings,4,"We like the ease of use. We were going through Covid and needed to know our oxygen levels daily.  I understood that reading, the pulse reading, but I never could find out in the instructions what the last lower reading meant in plain English.  The unit is excellent otherwise."
"Easy to use, easy to read",4,"We bought this to check our oxygen levels. It seems to do a very good job. We usually use a blood pressure cuff to check pulse. When my wife compared the pulse reading from the Pulse Oximeter to the reading on the blood pressure cuff, it was very similar. However, when I tried, the readings were considerably off. One time to high. Another time too low."
Great little accurate device.,4,"This one is more accurate than my last Pulse Ox.  I'm an EMT, and I compared it vs medical grade equipment and it worked great.  I like the pleth and PI, which many Pulse Ox devices don't show.  The OLED display is bright and crisp, I just wish it was a little bigger so the PI reading wasn't so small.  That is the trade off from OLED vs LED, the cheaper and less crisp LED displays are generally larger.Overall very pleased with and would recommend.  The carrying case (includes a belt loop on the back) and lanyard were also great additions."
Works on small people,4,"I purchased this for adults and children.  I purchased an Innovo product to compare and while it also performed as described, it did not work on my youngest child.  Happy to have something that will give me peace of mind when my loved ones are under the weather.  Also a neat product for testing my fitness/health performance as well!"
Pulse Oximeter,4,I am writing in response to your request for feedback on my recent purchase of a SantaMedical pulse oximeter.On a scale of 1-5I would give this item a solid 4.I purchase this item for personal use because of price which is affordable to all. I have been an EMT for 15 years and was familiar with other brands which I have compared for accuracy and find that it is a great value and is quite accurate. Yes the case is not as rugged as the professional pulse oximeters like used every day. But for personal use this is a Gem.
Just right,4,"This device is easy to set up and use. It reports %oxygen saturation and pulse rate on the face of it accurately. It comes with a cord that allows one to keep the device connected around your neck.It works great in that the results are instant, easy to read, and require only 2 x AAA battery power.I like the large size of the numerals on the monitor because I can read them without my glasses. It’s nice also that the power shuts off a few seconds after use so the batteries should last a long time.The fine prints are hard to read I wish there is a video link tutorial on how to follow in a more user-friendly manner"
Quick and Easy to Use,4,I bought this because we wanted to be able to easily monitor our blood oxygen levels at home. We're very pleased with this oximeter. Battery installation was simple and the device is easy to use. It would have been nice to have a chart of typical values with the directions but I was able to find that data on the internet.
Love it!,4,"The media could not be loaded.
                




   Easy to read, large enough numbers. Only one thing is I guess I expected it to stop once reading is completed. It continues to read but I guess that's a good thing. Overall, great product and price"
Takes accurate readings,4,These pulse oximeter does the job well. I didn't give 5 stars because it is a replacement for another meter I had lost. And that one was faster with larger numbers. But I thought I'd give this one a chance based on reviews and it does not disappoint.
Does the job well,4,Love the extra features that are not on the more simple model (pulse and oxygen saturation).  My mother was in complete heart block and only ran a heart rate of 27-34 bpm.  It was able to detect an oxygen saturation of 79% for her.  The graphic view is well worth the price of the device.  I would purchase this item again without hesitation.
A simple blood pressure monitor,4,"Bought this for my Dad. We currently have one of those blood pressure monitors for your shoulder and he hates having to take his sweater off especially during cold days just to check his cholesterol levels. Compared to the bigger monitors, this finger monitor's heart beat rate isn't as accurate so I'll have to dock a star out of that.Still overall it's a quick and easy product and my parents can use it to quickly check their blood pressure easily!~"
Accurate,4,"The unit was highly rated in the reviews of it. Turned out that it is a very handy, accurate device for very little money. The first one I bought was a different brand and did not work well. (too slow) (not accurate). Very happy with this one."
Covid19 safety net,4,Purchased this pulse oximeter as a safety net from covid19. I am caring for my husband who is predisposed to covid due to  pulmonary  issues.  An article from the New York times  which compiled an account of virus survivors recommended having it handy to measure the oxygen level of the patient. An independent research showed this brand as one of the top rated by professionals.
Non-Returnable,4,"This product is fine, but my wife liked the purple one from Zacurate more, so we wanted to return this one, only to find out this one is non-returnable, so I ended up with one for me as well as the one for her. That is why I gave four stars overall. Price is good and it is as easy to use as any other."
Wiles well consistently,4,"This is a excellent product and it works  most of the timeIt doesn’t like cold fingers!!I’ve tried a lot of these units and, unless you invest a lot of money into a forehead one, this one is a good choice"
"Works well, easy to read and operate",4,"The little pulse and oxygen meter is easy and convenient.  Just put a finger in and press the button. When you're done, take your finger out and it says ByeBye and shuts down.  Seems accurate but that's hard to tell for oxygen.  Pulse is extremely accurate. Helps with exercise monitoring."
Good device for the price,4,"Easy to use, arrived early. Simple & straightforward. Only fault I've seen is the first reading often shows heart rate ridiculously high, like 210bpm, so you have to give it 30 seconds to let it cycle again to get the real number. The blood oxygen reading has been inline with the Dr's ofc."
Good value,4,These seem to be very accurate and have good information.  My wife misplaced hers.  So I bought this for her.  It has readings close to the other one- which she found after I ordered this.
